Model,MFG,Mileage,Listing_price (lacs),Original_price (lacs),Age,Price_per_km,Brand_BMW,Brand_BYD,Brand_Bentley,Brand_Chevrolet,Brand_Citroen,Brand_Datsun,Brand_Fiat,Brand_Force,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Isuzu,Brand_Jaguar,Brand_Jeep,Brand_Kia,Brand_Land,Brand_Lexus,Brand_MG,Brand_Mahindra,Brand_Maruti,Brand_Mercedes-Benz,Brand_Mini,Brand_Mitsubishi,Brand_Nissan,Brand_Porsche,Brand_Renault,Brand_Rolls-Royce,Brand_Skoda,Brand_Tata,Brand_Toyota,Brand_Volkswagen,Brand_Volvo,Fuel_Diesel,Fuel_Electric,Fuel_LPG,Fuel_Petrol,Transmission_Manual,City_Bangalore,City_Chandigarh,City_Chennai,City_Coimbatore,City_Faridabad,City_Ghaziabad,City_Gurgaon,City_Hyderabad,City_Jaipur,City_Mohali,City_New Delhi,City_Noida,City_Pune,City_Zirakpur
Maruti Ciaz Alpha Automatic BSIV,0.3106001082252629,0.29078973211334125,-0.3246480168176779,-0.3246480168176779,-0.31060010822525735,-0.07881617493076078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kia Carnival Limousine,0.8665307737214053,-0.6914771837034002,1.7958271393934224,1.7958271393934224,-0.8665307737213999,0.05734161304193027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mahindra XUV300 W8 Option AMT Dual Tone,0.8665307737214053,-1.092152820910873,-0.13228423682384396,-0.13228423682384396,-0.8665307737213999,-0.028550732121539062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Vitara Brezza ZDi,0.03263477547719175,0.6979692627617098,-0.3917516610015735,-0.3917516610015735,-0.03263477547718608,-0.08325505311821198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toyota Glanza E,1.4224614392175476,-1.504076016958794,-0.31391143374825464,-0.31391143374825464,-1.4224614392175423,0.02691580355123181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jaguar XE 2.0L Diesel Prestige,-0.24533055727087943,0.3527258916697607,0.6103294254779337,0.6103294254779337,0.24533055727088518,-0.051831742653828776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Kia Carens Prestige Plus iMT,1.1444961064694765,-0.10702180523025097,0.037711661775358216,0.037711661775358216,-1.1444961064694712,-0.061317700333907876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Grand i10 CRDi Sportz,-0.5232958900189506,1.0837277131781375,-0.5948520240648308,-0.5948520240648308,0.5232958900189564,-0.08936052661061974,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ford Ecosport 1.5 Ti VCT MT Titanium,0.5885654409733341,-0.9409522155968394,-0.24054478277386215,-0.24054478277386215,-0.5885654409733286,-0.048412075351013384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz C-Class C 200 CGI,0.03263477547719175,0.05438215584885761,1.4021524268479018,1.4021524268479018,-0.03263477547718608,-0.01775818816893221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maruti Vitara Brezza ZDi Plus Dual Tone,-0.24533055727087943,1.1335212826866463,-0.409645966117279,-0.409645966117279,0.24533055727088518,-0.08547598374498264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Swift ZDi,-1.079226555515093,1.0751652479600775,-0.5644317053681315,-0.5644317053681315,1.0792265555150988,-0.08867314305058127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Venue SX Turbo Executive,1.1444961064694765,-0.4359756083463787,-0.09112733505772126,-0.09112733505772126,-1.1444961064694712,-0.059003678830614276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jaguar XJ 2.0L Portfolio,-0.24533055727087943,-1.1986615345989355,3.146847175629187,3.146847175629187,0.24533055727088518,0.33022704912362844,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maruti Ciaz Alpha BSIV,0.3106001082252629,0.7107383746548445,-0.2754386777494878,-0.2754386777494878,-0.31060010822525735,-0.08038898980570418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Creta 1.6 CRDi AT SX Plus,-0.5232958900189506,0.7107383746548445,-0.20833503356559227,-0.20833503356559227,0.5232958900189564,-0.07869921186772338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volvo XC90 D5 R-Design,-0.24533055727087943,0.7405727482369348,1.7600385291620118,1.7600385291620118,0.24533055727088518,-0.02991432881119555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Audi A4 35 TDI Technology,0.03263477547719175,-0.005286591315323008,0.695327374777535,0.695327374777535,-0.03263477547718608,-0.04008215339173565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tata Tiago XZ Plus BSVI,0.8665307737214053,-0.9414295655741528,-0.4024882440709968,-0.4024882440709968,-0.8665307737213999,-0.060353827322682796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,1.1444961064694765,-1.1534624586220685,-0.3461211829565245,-0.3461211829565245,-1.1444961064694712,-0.043170285732265744,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tata Punch Accomplished,1.7004267719656188,-1.4671708968377482,-0.23965006751807683,-0.23965006751807683,-1.7004267719656136,0.02741884263747042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mini Cooper Clubman Cooper S,-0.24533055727087943,-1.1389927874347547,1.2589979859222578,1.2589979859222578,0.24533055727088518,0.11000289895187716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Volkswagen Ameo 1.5 TDI Highline Plus 16,0.03263477547719175,0.2496182965700566,-0.4418557153255489,-0.4418557153255489,-0.03263477547718608,-0.08209533419405732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Vento 1.5 TDI Highline AT,0.03263477547719175,0.5995456643143938,-0.373857355885868,-0.373857355885868,-0.03263477547718608,-0.08227630460128356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Polo 1.0 MPI Highline Plus,0.3106001082252629,-0.8207196900610154,-0.31659557951561046,-0.31659557951561046,-0.31060010822525735,-0.059157210368729146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz GLE 250d,0.03263477547719175,0.7107383746548445,1.8852986649719499,1.8852986649719499,-0.03263477547718608,-0.025978140202722644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyundai i20 1.4 Asta,0.03263477547719175,0.8300758689832057,-0.3604366270490889,-0.3604366270490889,-0.03263477547718608,-0.08312335774170945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mahindra XUV500 W5,0.3106001082252629,1.1871336520136626,-0.15465211821847583,-0.15465211821847583,-0.31060010822525735,-0.08026241873096425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Virtus Comfortline BSVI,1.1444961064694765,-0.9959071317350497,-0.1644939860321138,-0.1644939860321138,-1.1444961064694712,-0.03916511779103587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Land Rover Range Rover Velar R-Dynamic S Petrol MY21,0.8665307737214053,-1.0793240402705742,5.294163789513846,5.294163789513846,-0.8665307737213999,0.44851150478228397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tata Punch Adventure AMT BSVI,1.1444961064694765,-1.0652720503134097,-0.35148947449123613,-0.35148947449123613,-1.1444961064694712,-0.04996725558418662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volkswagen Polo 1.0 MPI Highline Plus BSIV,0.5885654409733341,0.26271558657259425,-0.35596305077016255,-0.35596305077016255,-0.5885654409733286,-0.07954749347322437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nissan X-Trail SLX AT,-1.9131225537593066,1.1880883519682894,-0.2978065591441197,-0.2978065591441197,1.9131225537593126,-0.08329540785903114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Porsche 911 Turbo S BSVI,1.4224614392175476,-1.735680259076561,5.3836353150923735,5.3836353150923735,-1.4224614392175423,6.528332525637177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maruti Baleno 1.2 CVT Alpha,0.3106001082252629,-0.7346773566502669,-0.31927972528296633,-0.31927972528296633,-0.31060010822525735,-0.062272927682131524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kia Sonet GTX Plus Turbo iMT,0.5885654409733341,-0.34790453753204814,-0.09202205031350652,-0.09202205031350652,-0.5885654409733286,-0.061269240903853564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Baleno Alpha Diesel,1.4224614392175476,-1.5799746633516318,-0.11081107068499736,-0.11081107068499736,-1.4224614392175423,0.12960062041233308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Land Rover Range Rover Evoque 2.0 R-Dynamic SE diesel 2020-2021,0.8665307737214053,-0.8108146780317614,3.996826668625198,3.996826668625198,-0.8665307737213999,0.2169607218868553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyundai Creta 1.6 CRDi AT SX Plus,-0.24533055727087943,1.2402985057369476,-0.20833503356559227,-0.20833503356559227,0.24533055727088518,-0.08164698173496261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Honda WR-V SV Diesel,0.8665307737214053,-0.46733153498115565,-0.34701589821230977,-0.34701589821230977,-0.8665307737213999,-0.07029948225307127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tata Altroz XT BSVI,0.5885654409733341,0.287090269789162,-0.3792256474205797,-0.3792256474205797,-0.5885654409733286,-0.08044031257402107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toyota Fortuner 4X4 Diesel AT BSVI,0.8665307737214053,-1.0494896666884839,2.408707089606336,2.408707089606336,-0.8665307737213999,0.1826080484616264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ford Ecosport 1.5 TDCi Trend BSIV,-0.5232958900189506,0.2930571445055801,-0.4946439154168801,-0.4946439154168801,0.5232958900189564,-0.08397131903422346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Venue S,1.1444961064694765,-0.7177314324556396,-0.23965006751807683,-0.23965006751807683,-1.1444961064694712,-0.05813369742873234,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Skoda Yeti Elegance 4X4,-0.8012612227670218,1.1582539783861991,-0.1949143047288131,-0.1949143047288131,0.8012612227670277,-0.08097273127518845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz S-Class S450 4Matic BSVI,1.4224614392175476,-1.6133593273899909,5.3836353150923735,5.3836353150923735,-1.4224614392175423,2.0761831782228644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Renault Triber RXT,0.8665307737214053,-0.5670678458660836,-0.4543817289065427,-0.4543817289065427,-0.8665307737213999,-0.07376162901761191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Honda Amaze VX i-VTEC,1.4224614392175476,-1.3174918445764012,-0.2020720267750953,-0.2020720267750953,-1.4224614392175423,-0.006150695003688184,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Wagon R ZXI,1.4224614392175476,-1.3353029656049091,-0.42306669495405813,-0.42306669495405813,-1.4224614392175423,-0.033002882416491824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMW 6 Series GT 630i M Sport Signature,1.7004267719656188,-1.7684980700168604,5.3836353150923735,5.3836353150923735,-1.7004267719656136,14.624246379607376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyundai Venue S,0.5885654409733341,0.1631284475555768,-0.27096510147056146,-0.27096510147056146,-0.5885654409733286,-0.07599252971099126,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MG Hector Sharp Diesel MT BSIV,0.5885654409733341,-0.7860223135850444,0.28286364186052343,0.28286364186052343,-0.5885654409733286,-0.02292919761419218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hyundai Xcent Petrol,0.03263477547719175,0.30973455933796856,-0.4686971729991071,-0.4686971729991071,-0.03263477547718608,-0.08328557750361251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMW X1 xDrive 20d xLine,-0.24533055727087943,-0.005286591315323008,0.48506928966799545,0.48506928966799545,0.24533055727088518,-0.04749464594634475,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maruti Ciaz Sigma BSIV,0.5885654409733341,0.5025242814254361,-0.36491020332801527,-0.36491020332801527,-0.5885654409733286,-0.08146815635757103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mahindra Thar LX 4WD Hard Top Diesel AT BSVI,1.1444961064694765,-0.28468549991159875,0.30791566902251105,0.30791566902251105,-1.1444961064694712,-0.04599857982174729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Renault KWID 1.0 RXT Opt,0.5885654409733341,-1.5034494951135702,-0.5751682884375547,-0.5751682884375547,-0.5885654409733286,-0.029829673301590403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Land Rover Range Rover Evoque 2.0 R-Dynamic SE,1.4224614392175476,-1.2881646553452064,4.220505482571516,4.220505482571516,-1.4224614392175423,0.5389643238153734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tata Harrier XZ Dark Edition,0.3106001082252629,0.9374199451315667,-0.06965416891887466,-0.06965416891887466,-0.31060010822525735,-0.07689834151787202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tata Altroz XZ Plus Dark Edition,1.1444961064694765,-1.027382395864155,-0.2754386777494878,-0.2754386777494878,-1.1444961064694712,-0.04596907775879818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Ciaz Delta,1.4224614392175476,-0.7871560197811638,-0.1949143047288131,-0.1949143047288131,-1.4224614392175423,-0.05275374746148261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMW X5 xDrive 30d Sport,1.4224614392175476,-1.2732474685541613,5.3836353150923735,5.3836353150923735,-1.4224614392175423,0.6614235249678638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Jeep Compass 2.0 Longitude BSIV,-0.24533055727087943,1.0593530299615697,-0.24412364379700327,-0.24412364379700327,0.24533055727088518,-0.081553918495456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tata Tiago Wizz 1.2 Revotron,0.03263477547719175,-0.01587779393696507,-0.5554845528102788,-0.5554845528102788,-0.03263477547718608,-0.08411063753515086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Wagon R VXI CNG BSVI,1.1444961064694765,-1.1485397869810237,-0.38727808472264713,-0.38727808472264713,-1.1444961064694712,-0.04758485057427631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz AMG C43 4MATIC Coupe,0.8665307737214053,-1.735680259076561,5.3836353150923735,5.3836353150923735,-0.8665307737213999,6.528332525637177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,-0.5232958900189506,0.7107383746548445,-0.12333708426599126,-0.12333708426599126,0.5232958900189564,-0.07655882647961439,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Honda Amaze VX i-VTEC,0.3106001082252629,-0.4320076366599607,-0.3810150779321502,-0.3810150779321502,-0.31060010822525735,-0.07252871392451365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Honda City i DTec V,0.03263477547719175,0.6106142169133494,-0.409645966117279,-0.409645966117279,-0.03263477547718608,-0.08327630492824276,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMW 7 Series 740Li M Sport Edition,1.4224614392175476,-1.6760115119123804,5.3836353150923735,5.3836353150923735,-1.4224614392175423,3.2163677671948228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Skoda Kushaq 1.0 TSI Ambition AT BSVI,1.1444961064694765,-0.0160866345520397,0.06007954316999008,0.06007954316999008,-1.1444961064694712,-0.06227630887948724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maruti Baleno Zeta Diesel,-0.24533055727087943,0.09245081653960485,-0.4570658746738986,-0.4570658746738986,0.24533055727088518,-0.08147972389286025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Honda Amaze S i-Dtech,-1.079226555515093,0.14388527659512854,-0.5393796782061439,-0.5393796782061439,1.0792265555150988,-0.0845328452413063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mercedes-Benz A-Class Limousine A 200,1.7004267719656188,-1.6760115119123804,2.8784325988936046,2.8784325988936046,-1.7004267719656136,1.891581863817881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hyundai Santa Fe 4WD AT,-0.8012612227670218,0.8002414954011154,-0.1949143047288131,-0.1949143047288131,0.8012612227670277,-0.0789555919686584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
